ID / IDENTIFIANT,ORGANISATION,GROUP AND LEVEL  / GROUPE ET NIVEAU,PROVINCE_FR,PROVINCE_EN,FIRST OFFICIAL LANGUAGE / PREMIÈRE LANGUE OFFICIELLE (EN),MEMBERS OF VISIBLE MINORITIES / MINORITÉS VISIBLES,INDIGENOUS PEOPLES / AUTOCHTONES,PERSONS WITH DISABILITIES / PERSONNES EN SITUATION DE HANDICAP,APPLICATION DATE / DATE DE CANDIDATURE,SALARY / SALAIRE
5422,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,15-nov.-21,"69950,5"
5423,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,11-nov.-21,"69950,5"
5424,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,"69950,5"
5425,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,14-oct.-21,"69950,5"
5426,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,1,0,3-nov.-21,"69950,5"
5427,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,29-nov.-21,"69950,5"
5428,Organisation B,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,19-oct.-21,"69950,5"
5429,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,"69950,5"
5430,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,26-nov.-21,"69950,5"
5431,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-août-21,"69950,5"
5432,Organisation C,AS04,Nouvelle-Écosse,Nova Scotia,English,0,0,0,24-nov.-21,"69950,5"
5433,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,3-nov.-21,"69950,5"
5434,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,15-nov.-21,"69950,5"
5435,Organisation C,AS04,Manitoba,Manitoba,English,0,0,0,27-juil.-21,"69950,5"
5436,Organisation B,AS04,Nouvelle-Écosse,Nova Scotia,English,0,0,0,21-oct.-21,"69950,5"
5437,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,30-nov.-21,"69950,5"
5438,Organisation B,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,19-oct.-21,"69950,5"
5439,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-oct.-21,"69950,5"
5440,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,30-nov.-21,"69950,5"
5441,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,7-juin-21,"69950,5"
5442,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-août-21,"69950,5"
5443,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,8-nov.-21,"69950,5"
5444,Organisation B,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,21-oct.-21,"69950,5"
5445,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,"69950,5"
5446,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,10-nov.-21,"69950,5"
5447,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-nov.-21,"69950,5"
5448,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,25-nov.-21,"69950,5"
5449,Organisation C,AS04,Colombie-Britannique,British Columbia,English,0,0,0,29-juil.-21,"69950,5"
5450,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juil.-21,"69950,5"
5451,Organisation E,AS04,Extérieur du Canada,Outside Canada,English,0,1,0,21-juin-21,"69950,5"
5452,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-nov.-21,"69950,5"
5453,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,1,0,24-août-21,"69950,5"
5454,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,9-nov.-21,"69950,5"
5455,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,7-nov.-21,"69950,5"
5456,Organisation C,AS04,Colombie-Britannique,British Columbia,English,1,0,0,22-juil.-21,"69950,5"
5457,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,27-août-21,"69950,5"
5458,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,"69950,5"
5459,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,5-nov.-21,"69950,5"
5460,Organisation C,AS04,Alberta,Alberta,English,0,0,0,24-nov.-21,"69950,5"
5461,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,12-sept.-21,"69950,5"
5462,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,1,13-nov.-21,"69950,5"
5463,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,30-nov.-21,"69950,5"
5464,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,10-sept.-21,"69950,5"
5465,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,24-nov.-21,"69950,5"
5466,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,29-nov.-21,"69950,5"
5467,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,9-nov.-21,"69950,5"
5468,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,9-nov.-21,"69950,5"
5469,Organisation B,AS04,Colombie-Britannique,British Columbia,English,0,0,0,17-juin-21,"69950,5"
5470,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,"69950,5"
5471,Organisation C,AS04,Manitoba,Manitoba,English,1,0,1,28-nov.-21,"69950,5"
5472,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,5-nov.-21,"69950,5"
5473,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,24-mai-21,"76343,5"
5474,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,9-nov.-21,"76343,5"
5475,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,1,1,23-nov.-21,"76343,5"
5476,Organisation C,AS04,Nouvelle-Écosse,Nova Scotia,English,0,0,0,16-nov.-21,"76343,5"
5477,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,"76343,5"
5478,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,28-mai-21,"76343,5"
5479,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,21-oct.-21,"76343,5"
5480,Organisation C,AS04,Alberta,Alberta,English,1,0,0,28-juil.-21,"76343,5"
5481,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,3-nov.-21,"76343,5"
5482,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,6-août-21,"76343,5"
5483,Organisation C,AS04,Colombie-Britannique,British Columbia,English,1,0,0,28-juil.-21,"76343,5"
5484,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,31-mai-21,"76343,5"
5485,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,28-nov.-21,"76343,5"
5486,Organisation B,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,21-oct.-21,"76343,5"
5487,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,29-nov.-21,"76343,5"
5488,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,21-sept.-21,"76343,5"
5489,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,11-juin-21,"76343,5"
5490,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,26-nov.-21,"76343,5"
5491,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,29-nov.-21,"76343,5"
5492,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,7-nov.-21,"76343,5"
5493,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,12-nov.-21,"76343,5"
5494,Organisation C,AS04,Colombie-Britannique,British Columbia,English,1,0,0,27-juil.-21,"76343,5"
5495,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,3-nov.-21,"76343,5"
5496,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-nov.-21,"76343,5"
5497,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,11-août-21,"76343,5"
5498,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,23-nov.-21,"76343,5"
5499,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,24-mai-21,"76343,5"
5500,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,10-nov.-21,"76343,5"
5501,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,10-nov.-21,"76343,5"
5502,Organisation C,AS04,Alberta,Alberta,English,1,0,0,30-nov.-21,"76343,5"
5503,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,"76343,5"
5504,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,10-nov.-21,"76343,5"
5505,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,22-oct.-21,"76343,5"
5506,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,1-sept.-21,"76343,5"
5507,Organisation B,AS04,Colombie-Britannique,British Columbia,English,0,0,0,16-juin-21,"76343,5"
5508,Organisation C,AS04,Alberta,Alberta,English,1,0,1,25-juil.-21,"76343,5"
5509,Organisation C,AS04,Saskatchewan,Saskatchewan,English,0,0,0,17-juin-21,"76343,5"
5510,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-août-21,"76343,5"
5511,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,29-nov.-21,"76343,5"
5512,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,28-mai-21,"76343,5"
5513,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,10-nov.-21,"76343,5"
5514,Organisation C,AS04,Colombie-Britannique,British Columbia,English,0,0,0,29-nov.-21,"76343,5"
5515,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,23-août-21,"76343,5"
5516,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-nov.-21,"76343,5"
5517,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,3-nov.-21,"76343,5"
5518,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,3-nov.-21,"76343,5"
5519,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,1,21-oct.-21,"76343,5"
5520,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,5-nov.-21,"76343,5"
5521,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,3-nov.-21,"76343,5"
5522,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,1,0,9-nov.-21,"76343,5"
5523,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,15-juin-21,"76343,5"
5524,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,3-nov.-21,"76343,5"
5525,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,4-nov.-21,"76343,5"
5526,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,18-oct.-21,"76343,5"
5527,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juil.-21,"76343,5"
5528,Organisation B,AS04,Nouvelle-Écosse,Nova Scotia,French,0,0,0,21-oct.-21,"76343,5"
5529,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,1,1,14-juin-21,"76343,5"
5530,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,27-août-21,"76343,5"
5531,Organisation C,AS04,Alberta,Alberta,English,0,0,0,28-juil.-21,"76343,5"
5532,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-oct.-21,"76343,5"
5533,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,1,0,29-nov.-21,"76343,5"
5534,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,22-nov.-21,"76343,5"
5535,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juil.-21,"76343,5"
5536,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,13-juin-21,"76343,5"
5537,Organisation C,AS04,Colombie-Britannique,British Columbia,English,0,0,0,27-juil.-21,"76343,5"
5538,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,10-nov.-21,"76343,5"
5539,Organisation C,AS04,Nouveau-Brunswick,New Brunswick,English,0,0,0,2-avr.-21,"76343,5"
5540,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-oct.-21,"76343,5"
5541,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,"76343,5"
5542,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,2-nov.-21,"76343,5"
5543,Organisation B,AS04,Colombie-Britannique,British Columbia,English,1,0,1,22-oct.-21,"76343,5"
5544,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,"76343,5"
5545,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,"76343,5"
5546,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juin-21,"76343,5"
5547,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,13-sept.-21,"76343,5"
5548,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,10-nov.-21,"76343,5"
5549,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,9-nov.-21,"76343,5"
5550,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,9-nov.-21,"76343,5"
5551,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,4-nov.-21,"76343,5"
5552,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,1,30-nov.-21,"76343,5"
5553,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,3-nov.-21,"76343,5"
5554,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-nov.-21,"76343,5"
5555,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-sept.-21,"76343,5"
5556,Organisation C,AS04,Colombie-Britannique,British Columbia,English,0,0,0,27-juil.-21,"76343,5"
5557,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,"76343,5"
5558,Organisation B,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,20-oct.-21,"76343,5"
5559,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,7-nov.-21,"76343,5"
5560,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,"76343,5"
5561,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,10-nov.-21,"76343,5"
5562,Organisation C,AS04,Manitoba,Manitoba,French,0,0,0,30-nov.-21,"76343,5"
5563,Organisation C,AS04,Alberta,Alberta,English,0,0,0,15-juil.-21,"76343,5"
5564,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,8-nov.-21,"76343,5"
5565,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,30-nov.-21,"76343,5"
5566,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,15-nov.-21,"76343,5"
5567,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,1,0,30-juin-21,"76343,5"
5569,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,24-nov.-21,"76343,5"
5570,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,27-juil.-21,"76343,5"
5571,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,2-nov.-21,"76343,5"
5572,Organisation F,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-sept.-21,"76343,5"
5573,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,27-juin-21,"76343,5"
5574,Organisation C,AS04,Colombie-Britannique,British Columbia,English,0,0,0,28-juil.-21,"76343,5"
5575,Organisation C,AS04,Nouveau-Brunswick,New Brunswick,French,0,0,0,15-juin-21,"76343,5"
5576,Organisation C,AS04,Colombie-Britannique,British Columbia,English,1,0,0,30-nov.-21,"76343,5"
5577,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,1-sept.-21,"76343,5"
5578,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,23-nov.-21,"76343,5"
5579,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,27-juin-21,"76343,5"
5580,Organisation C,AS04,Alberta,Alberta,English,0,0,0,19-juil.-21,"76343,5"
5581,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,"76343,5"
5582,Organisation C,AS04,Alberta,Alberta,English,1,0,0,28-juil.-21,"76343,5"
5583,Organisation B,AS04,Colombie-Britannique,British Columbia,English,1,0,0,22-oct.-21,"76343,5"
5584,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,2-nov.-21,"76343,5"
5585,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,12-nov.-21,"76343,5"
5586,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,9-nov.-21,"76343,5"
5587,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,1-sept.-21,"76343,5"
5588,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,30-juin-21,"76343,5"
5589,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-nov.-21,"76343,5"
5590,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,8-nov.-21,"76343,5"
5591,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,2-nov.-21,"76343,5"
5592,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,23-mai-21,"76343,5"
5593,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-nov.-21,"76343,5"
5594,Organisation C,AS04,Colombie-Britannique,British Columbia,English,1,0,0,28-juil.-21,"76343,5"
5595,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,26-nov.-21,"76343,5"
5596,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,26-nov.-21,"76343,5"
5597,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,21-oct.-21,"76343,5"
5598,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,21-oct.-21,"76343,5"
5599,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,1-sept.-21,"76343,5"
5600,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-août-21,"76343,5"
5601,Organisation C,AS04,Colombie-Britannique,British Columbia,English,0,0,0,19-juil.-21,"76343,5"
5602,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,13-juil.-21,"76343,5"
5603,Organisation C,AS04,Alberta,Alberta,English,0,0,1,28-nov.-21,"76343,5"
5604,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,3-nov.-21,"76343,5"
5605,Organisation E,AS04,Extérieur du Canada,Outside Canada,French,0,0,0,21-juin-21,"76343,5"
5606,Organisation C,AS04,Manitoba,Manitoba,English,0,1,0,28-juil.-21,"76343,5"
5607,Organisation C,AS04,Saskatchewan,Saskatchewan,English,0,0,1,22-juil.-21,"76343,5"
5608,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,3-nov.-21,"76343,5"
5609,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-oct.-21,"76343,5"
5610,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,30-août-21,"76343,5"
5611,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,12-nov.-21,"76343,5"
5612,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,"76343,5"
5613,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,27-nov.-21,"76343,5"
5614,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,5-nov.-21,"76343,5"
5615,Organisation C,AS04,Alberta,Alberta,English,0,0,0,27-nov.-21,"76343,5"
5616,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,"76343,5"
5617,Organisation C,AS04,Nouvelle-Écosse,Nova Scotia,English,0,0,0,27-nov.-21,"76343,5"
5618,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juin-21,"76343,5"
5619,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,14-juil.-21,"76343,5"
5620,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,1,0,3-nov.-21,"76343,5"
5621,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,1,28-nov.-21,"76343,5"
5622,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,9-nov.-21,"76343,5"
5623,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,3-nov.-21,"76343,5"
5624,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,30-nov.-21,"76343,5"
5625,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-nov.-21,"76343,5"
5626,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,28-sept.-21,"76343,5"
5627,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juil.-21,"76343,5"
5628,Organisation E,AS04,Extérieur du Canada,Outside Canada,English,0,0,0,19-juin-21,"76343,5"
5629,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-oct.-21,"76343,5"
5630,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juil.-21,"76343,5"
5631,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-nov.-21,"76343,5"
5632,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,12-nov.-21,"76343,5"
5633,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juil.-21,"76343,5"
5634,Organisation C,AS04,Nouvelle-Écosse,Nova Scotia,English,0,0,0,30-nov.-21,"76343,5"
5635,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,29-nov.-21,"76343,5"
5636,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,14-nov.-21,"76343,5"
5637,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,5-avr.-21,"76343,5"
5638,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,12-nov.-21,"76343,5"
5639,Organisation C,AS04,Alberta,Alberta,English,0,0,0,28-juil.-21,"76343,5"
5640,Organisation B,AS04,Manitoba,Manitoba,English,0,0,0,9-juin-21,"76343,5"
5641,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,10-août-21,"76343,5"
5642,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,2-août-21,"76343,5"
5643,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,4-nov.-21,"76343,5"
5644,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,18-nov.-21,"76343,5"
5645,Organisation E,AS04,Extérieur du Canada,Outside Canada,English,0,0,0,21-juin-21,"76343,5"
5646,Organisation C,AS04,Alberta,Alberta,English,0,0,1,29-juil.-21,"76343,5"
5647,Organisation E,AS04,Extérieur du Canada,Outside Canada,French,1,0,0,18-juin-21,"76343,5"
5648,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juil.-21,"76343,5"
5649,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,21-mai-21,"76343,5"
5650,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,23-juin-21,"76343,5"
5651,Organisation E,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,26-mai-21,"76343,5"
5652,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,29-nov.-21,"76343,5"
5653,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juil.-21,"76343,5"
5654,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-nov.-21,"76343,5"
5655,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,28-sept.-21,"76343,5"
5656,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,7-sept.-21,"76343,5"
5657,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,20-juil.-21,"76343,5"
5658,Organisation E,AS04,Extérieur du Canada,Outside Canada,English,0,0,0,21-juin-21,"76343,5"
5659,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,"76343,5"
5660,Organisation C,AS04,Alberta,Alberta,English,0,0,0,24-nov.-21,"76343,5"
5661,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,16-juin-21,"76343,5"
5662,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,1,23-nov.-21,"76343,5"
5663,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,19-juil.-21,"76343,5"
5664,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,6-nov.-21,"76343,5"
